2014-05-21-15:56:15,74 0.1648
2014-05-21-15:56:20,74 0.1714
2014-05-21-15:56:25,74 0.1648
2014-05-21-15:56:30,75 0.1714
2014-05-21-15:56:35,75 0.1648
2014-05-21-15:56:40,76 0.1648
2014-05-21-15:56:45,76 0.1714
2014-05-21-15:56:50,76 0.1648
2014-05-21-15:56:55,77 0.1714
2014-05-21-15:57:00,77 0.1648
2014-05-21-15:57:05,78 0.1648
2014-05-21-15:57:10,78 0.1714
2014-05-21-15:57:15,78 0.1714
2014-05-21-15:57:20,79 0.1648
2014-05-21-15:57:25,79 0.1648
2014-05-21-15:57:30,80 0.1714
2014-05-21-15:57:35,80 0.1648
2014-05-21-15:57:40,80 0.1714
2014-05-21-15:57:45,81 0.1648
2014-05-21-15:57:50,81 0.1648
2014-05-21-15:57:55,82 0.1714
2014-05-21-15:58:00,82 0.1648
2014-05-21-15:58:05,82 0.1714
2014-05-21-15:58:10,83 0.1648
2014-05-21-15:58:15,83 0.1648
2014-05-21-15:58:20,83 0.1714
2014-05-21-15:58:25,84 0.1648
2014-05-21-15:58:30,84 0.1714
2014-05-21-15:58:35,85 0.1648
2014-05-21-15:58:40,85 0.1713
2014-05-21-15:58:45,86 0.1648
2014-05-21-15:58:50,86 0.1714
2014-05-21-15:58:55,87 0.1648
2014-05-21-15:59:00,87 0.1648
2014-05-21-15:59:05,87 0.1714
2014-05-21-15:59:10,88 0.1648
2014-05-21-15:59:15,88 0.1714
2014-05-21-15:59:20,89 0.1648
2014-05-21-15:59:25,89 0.1648
2014-05-21-15:59:30,89 0.1714
2014-05-21-15:59:35,90 0.1647
2014-05-21-15:59:40,91 0.1714
2014-05-21-15:59:45,91 0.1648
2014-05-21-15:59:50,91 0.1648
2014-05-21-15:59:55,92 0.1714
2014-05-21-16:00:00,92 0.1648
2014-05-21-16:00:05,93 0.1714
2014-05-21-16:00:10,93 0.1648
2014-05-21-16:00:15,93 0.1648
2014-05-21-16:00:20,94 0.1714
2014-05-21-16:00:25,94 0.1648
2014-05-21-16:00:30,94 0.1714
2014-05-21-16:00:35,95 0.1648
2014-05-21-16:00:40,95 0.1648
2014-05-21-16:00:45,96 0.1714
2014-05-21-16:00:50,96 0.1648
2014-05-21-16:00:55,96 0.1714
2014-05-21-16:01:00,97 0.1648
2014-05-21-16:01:05,97 0.1714
2014-05-21-16:01:10,98 0.1648
2014-05-21-16:01:15,98 0.1648
2014-05-21-16:01:20,98 0.1714
2014-05-21-16:01:25,99 0.1648
2014-05-21-16:01:30,99 0.1714
2014-05-21-16:01:36,00 0.1648
2014-05-21-16:01:41,00 0.1714
2014-05-21-16:01:46,00 0.1648
2014-05-21-16:01:51,01 0.1714
2014-05-21-16:01:56,01 0.1648
2014-05-21-16:02:01,02 0.1648
2014-05-21-16:02:06,02 0.1714
2014-05-21-16:02:11,02 0.1648
2014-05-21-16:02:16,03 0.1714
2014-05-21-16:02:21,03 0.1648
2014-05-21-16:02:26,03 0.1648
2014-05-21-16:02:31,04 0.1714
2014-05-21-16:02:36,04 0.1648
2014-05-21-16:02:41,05 0.1714
2014-05-21-16:02:46,05 0.1648
2014-05-21-16:02:51,05 0.1648
2014-05-21-16:02:56,06 0.1714
2014-05-21-16:03:01,06 0.1648
2014-05-21-16:03:06,07 0.1714
2014-05-21-16:03:11,07 0.1649
2014-05-21-16:03:16,07 0.1714
2014-05-21-16:03:21,08 0.1648
2014-05-21-16:03:26,08 0.1648
2014-05-21-16:03:31,09 0.1714
2014-05-21-16:03:36,09 0.1648
2014-05-21-16:03:41,09 0.1714
2014-05-21-16:03:46,10 0.1648
2014-05-21-16:03:51,10 0.1648
2014-05-21-16:03:56,11 0.1714
2014-05-21-16:04:01,11 0.1648
2014-05-21-16:04:06,11 0.1714
2014-05-21-16:04:11,12 0.1648
2014-05-21-16:04:16,12 0.1714
2014-05-21-16:04:21,12 0.1648
2014-05-21-16:04:26,13 0.1648
2014-05-21-16:04:31,13 0.1714
2014-05-21-16:04:36,14 0.1648
2014-05-21-16:04:41,14 0.1714
2014-05-21-16:04:46,14 0.1648
2014-05-21-16:04:51,15 0.1648
2014-05-21-16:04:56,15 0.1714
2014-05-21-16:05:01,16 0.1648
2014-05-21-16:05:06,16 0.1714
2014-05-21-16:05:11,16 0.1648
2014-05-21-16:05:16,17 0.1713
2014-05-21-16:05:21,18 0.1648
2014-05-21-16:05:26,18 0.1648
2014-05-21-16:05:31,18 0.1714
2014-05-21-16:05:36,19 0.1715
2014-05-21-16:05:41,19 0.1648
2014-05-21-16:05:46,20 0.1648
2014-05-21-16:05:51,20 0.1714
2014-05-21-16:05:56,20 0.1648
2014-05-21-16:06:01,21 0.1714
2014-05-21-16:06:06,21 0.1648
2014-05-21-16:06:11,21 0.1648
2014-05-21-16:06:16,22 0.1714
2014-05-21-16:06:21,22 0.1648
2014-05-21-16:06:26,23 0.1714
2014-05-21-16:06:31,23 0.1648
2014-05-21-16:06:36,23 0.1648
2014-05-21-16:06:41,24 0.1714
2014-05-21-16:06:46,24 0.1648
2014-05-21-16:06:51,25 0.1714
2014-05-21-16:06:56,25 0.1648
2014-05-21-16:07:01,25 0.1648
2014-05-21-16:07:06,26 0.1714
2014-05-21-16:07:11,26 0.1648
2014-05-21-16:07:16,27 0.1714
2014-05-21-16:07:21,27 0.1648
2014-05-21-16:07:26,27 0.1714
2014-05-21-16:07:31,28 0.1648
2014-05-21-16:07:36,29 0.1713
2014-05-21-16:07:41,29 0.1648
2014-05-21-16:07:46,29 0.1648
2014-05-21-16:07:51,30 0.1714
2014-05-21-16:07:56,30 0.1648
2014-05-21-16:08:01,30 0.1714
2014-05-21-16:08:06,31 0.1648
2014-05-21-16:08:11,31 0.1714
2014-05-21-16:08:16,32 0.1648
2014-05-21-16:08:21,32 0.1648
2014-05-21-16:08:26,33 0.1713
2014-05-21-16:08:31,34 0.1647
2014-05-21-16:08:36,34 0.1714
2014-05-21-16:08:41,34 0.1648
2014-05-21-16:08:46,35 0.1714
2014-05-21-16:08:51,35 0.1648
2014-05-21-16:08:56,36 0.1648
2014-05-21-16:09:01,36 0.1714
2014-05-21-16:09:06,36 0.1648
2014-05-21-16:09:11,37 0.1714
2014-05-21-16:09:16,37 0.1714
2014-05-21-16:09:21,38 0.1582
2014-05-21-16:09:26,38 0.1714
2014-05-21-16:09:31,38 0.1648
2014-05-21-16:09:36,39 0.1781
2014-05-21-16:09:41,39 0.1582
2014-05-21-16:09:46,39 0.1846
2014-05-21-16:09:51,40 0.1516
2014-05-21-16:09:56,40 0.1780
2014-05-21-16:10:01,41 0.1582
2014-05-21-16:10:06,41 0.1780
2014-05-21-16:10:11,41 0.1516
2014-05-21-16:10:16,42 0.1846
2014-05-21-16:10:21,42 0.1516
2014-05-21-16:10:26,43 0.1846
2014-05-21-16:10:31,43 0.1516
2014-05-21-16:10:36,43 0.1846
2014-05-21-16:10:41,44 0.1516
2014-05-21-16:10:46,44 0.1780
2014-05-21-16:10:51,45 0.1582
2014-05-21-16:10:56,45 0.1780
2014-05-21-16:11:01,45 0.1582
2014-05-21-16:11:06,46 0.1780
2014-05-21-16:11:11,46 0.1582
2014-05-21-16:11:16,47 0.1780
2014-05-21-16:11:21,47 0.1582
2014-05-21-16:11:26,47 0.1846
2014-05-21-16:11:31,48 0.1516
2014-05-21-16:11:36,48 0.1846
2014-05-21-16:11:41,48 0.1516
2014-05-21-16:11:46,49 0.1846
2014-05-21-16:11:51,49 0.1582
2014-05-21-16:11:56,50 0.1780
2014-05-21-16:12:01,50 0.1582
2014-05-21-16:12:06,50 0.1714
2014-05-21-16:12:11,51 0.1648
2014-05-21-16:12:16,51 0.1714
2014-05-21-16:12:21,52 0.1648
2014-05-21-16:12:26,52 0.1714
2014-05-21-16:12:31,52 0.1648
2014-05-21-16:12:36,53 0.1714
2014-05-21-16:12:41,53 0.1582
2014-05-21-16:12:46,54 0.1780
2014-05-21-16:12:51,54 0.1582
2014-05-21-16:12:56,54 0.1714
2014-05-21-16:13:01,55 0.1648
2014-05-21-16:13:06,55 0.1714
2014-05-21-16:13:11,56 0.1648
2014-05-21-16:13:16,56 0.1714
2014-05-21-16:13:21,56 0.1648
2014-05-21-16:13:26,57 0.1714
2014-05-21-16:13:31,57 0.1714
2014-05-21-16:13:36,57 0.1648
2014-05-21-16:13:41,58 0.1648
2014-05-21-16:13:46,58 0.1714
2014-05-21-16:13:51,59 0.1648
2014-05-21-16:13:56,59 0.1714
2014-05-21-16:14:01,59 0.1648
2014-05-21-16:14:06,60 0.1648
2014-05-21-16:14:11,60 0.1714
2014-05-21-16:14:16,61 0.1648
2014-05-21-16:14:21,61 0.1714
2014-05-21-16:14:26,61 0.1648
2014-05-21-16:14:31,62 0.1714
2014-05-21-16:14:36,62 0.1648
2014-05-21-16:14:41,63 0.1648
2014-05-21-16:14:46,63 0.1714
2014-05-21-16:14:51,64 0.1647
2014-05-21-16:14:56,65 0.1713
2014-05-21-16:15:01,65 0.1648
2014-05-21-16:15:06,65 0.1714
2014-05-21-16:15:11,66 0.1648
2014-05-21-16:15:16,66 0.1648
2014-05-21-16:15:21,66 0.1714
2014-05-21-16:15:26,67 0.1648
2014-05-21-16:15:31,67 0.1714
2014-05-21-16:15:36,68 0.1648
2014-05-21-16:15:41,68 0.1648
2014-05-21-16:15:46,68 0.1714
2014-05-21-16:15:51,69 0.1648
2014-05-21-16:15:56,69 0.1714
2014-05-21-16:16:01,70 0.1648
2014-05-21-16:16:06,70 0.1648
2014-05-21-16:16:11,70 0.1714
2014-05-21-16:16:16,71 0.1648
2014-05-21-16:16:21,71 0.1714
2014-05-21-16:16:26,72 0.1648
2014-05-21-16:16:31,72 0.1648
2014-05-21-16:16:36,72 0.1714
2014-05-21-16:16:41,73 0.1648
2014-05-21-16:16:46,73 0.1714
2014-05-21-16:16:51,74 0.1648
2014-05-21-16:16:56,74 0.1714
2014-05-21-16:17:01,74 0.1648
2014-05-21-16:17:06,75 0.1648
2014-05-21-16:17:11,75 0.1714
2014-05-21-16:17:16,75 0.1648
2014-05-21-16:17:21,76 0.1713
2014-05-21-16:17:26,77 0.1648
2014-05-21-16:17:31,77 0.1714
2014-05-21-16:17:36,77 0.1648
2014-05-21-16:17:41,78 0.1714
2014-05-21-16:17:46,78 0.1648
2014-05-21-16:17:51,79 0.1648
2014-05-21-16:17:56,79 0.1714
2014-05-21-16:18:01,79 0.1648
2014-05-21-16:18:06,80 0.1714
2014-05-21-16:18:11,80 0.1648
2014-05-21-16:18:16,81 0.1714
2014-05-21-16:18:21,81 0.1648
2014-05-21-16:18:26,81 0.1648
2014-05-21-16:18:31,82 0.1714
2014-05-21-16:18:36,82 0.1648
2014-05-21-16:18:41,83 0.1714
2014-05-21-16:18:46,83 0.1648
2014-05-21-16:18:51,83 0.1648
2014-05-21-16:18:56,84 0.1714
2014-05-21-16:19:01,84 0.1648
2014-05-21-16:19:06,84 0.1714
2014-05-21-16:19:11,85 0.1648
2014-05-21-16:19:16,85 0.1648
2014-05-21-16:19:21,86 0.1714
2014-05-21-16:19:26,86 0.1648
2014-05-21-16:19:31,86 0.1714
2014-05-21-16:19:36,87 0.1648
2014-05-21-16:19:41,87 0.1648
2014-05-21-16:19:46,88 0.1714
2014-05-21-16:19:51,88 0.1648
2014-05-21-16:19:56,88 0.1714
2014-05-21-16:20:01,89 0.1648
2014-05-21-16:20:06,89 0.1714
2014-05-21-16:20:11,90 0.1648
2014-05-21-16:20:16,90 0.1648
2014-05-21-16:20:21,90 0.1714
2014-05-21-16:20:26,91 0.1648
2014-05-21-16:20:31,91 0.1714
2014-05-21-16:20:36,92 0.1648
2014-05-21-16:20:41,92 0.1714
2014-05-21-16:20:46,92 0.1648
2014-05-21-16:20:51,93 0.1648
2014-05-21-16:20:56,93 0.1714
2014-05-21-16:21:01,93 0.1648
2014-05-21-16:21:06,94 0.1714
2014-05-21-16:21:11,94 0.1648
2014-05-21-16:21:16,95 0.1648
2014-05-21-16:21:21,95 0.1714
2014-05-21-16:21:26,95 0.1648
2014-05-21-16:21:31,96 0.1714
2014-05-21-16:21:36,96 0.1648
2014-05-21-16:21:41,97 0.1648
2014-05-21-16:21:46,97 0.1714
2014-05-21-16:21:51,97 0.1648
2014-05-21-16:21:56,98 0.1714
2014-05-21-16:22:01,98 0.1648
2014-05-21-16:22:06,99 0.1648
2014-05-21-16:22:11,99 0.1714
2014-05-21-16:22:16,99 0.1648
2014-05-21-16:22:22,00 0.1714
2014-05-21-16:22:27,00 0.1648
2014-05-21-16:22:32,01 0.1648
2014-05-21-16:22:37,01 0.1714
2014-05-21-16:22:42,01 0.1714
2014-05-21-16:22:47,02 0.1648
2014-05-21-16:22:52,02 0.1648
2014-05-21-16:22:57,02 0.1714
2014-05-21-16:23:02,03 0.1648
2014-05-21-16:23:07,03 0.1714
2014-05-21-16:23:12,04 0.1648
2014-05-21-16:23:17,04 0.1714
2014-05-21-16:23:22,04 0.1648
2014-05-21-16:23:27,05 0.1648
2014-05-21-16:23:32,05 0.1714
2014-05-21-16:23:37,06 0.1648
2014-05-21-16:23:42,06 0.1714
2014-05-21-16:23:47,06 0.1648
2014-05-21-16:23:52,07 0.1648
2014-05-21-16:23:57,07 0.1714
2014-05-21-16:24:02,08 0.1648
2014-05-21-16:24:07,08 0.1714
2014-05-21-16:24:12,08 0.1648
2014-05-21-16:24:17,09 0.1714
2014-05-21-16:24:22,09 0.1648
2014-05-21-16:24:27,10 0.1648
2014-05-21-16:24:32,10 0.1714
2014-05-21-16:24:37,10 0.1648
2014-05-21-16:24:42,11 0.1714
2014-05-21-16:24:47,11 0.1648
2014-05-21-16:24:52,11 0.1648
2014-05-21-16:24:57,12 0.1714
2014-05-21-16:25:02,12 0.1648
2014-05-21-16:25:07,13 0.1713
2014-05-21-16:25:12,13 0.1648
2014-05-21-16:25:17,14 0.1648
2014-05-21-16:25:22,14 0.1714
2014-05-21-16:25:27,15 0.1648
2014-05-21-16:25:32,15 0.1714
2014-05-21-16:25:37,15 0.1648
2014-05-21-16:25:42,16 0.1648
2014-05-21-16:25:47,16 0.1714
2014-05-21-16:25:52,17 0.1648
2014-05-21-16:25:57,17 0.1714
2014-05-21-16:26:02,17 0.1648
2014-05-21-16:26:07,18 0.1714
2014-05-21-16:26:12,18 0.1648
2014-05-21-16:26:17,19 0.1713
2014-05-21-16:26:22,19 0.1648
2014-05-21-16:26:27,20 0.1714
2014-05-21-16:26:32,20 0.1648
2014-05-21-16:26:37,21 0.1648
2014-05-21-16:26:42,21 0.1714
2014-05-21-16:26:47,21 0.1648
2014-05-21-16:26:52,22 0.1648
2014-05-21-16:26:57,22 0.1714
2014-05-21-16:27:02,22 0.1648
2014-05-21-16:27:07,23 0.1714
2014-05-21-16:27:12,23 0.1648
2014-05-21-16:27:17,24 0.1714
2014-05-21-16:27:22,24 0.1648
2014-05-21-16:27:27,24 0.1714
2014-05-21-16:27:32,25 0.1648
2014-05-21-16:27:37,25 0.1714
2014-05-21-16:27:42,26 0.1582
2014-05-21-16:27:47,26 0.1714
2014-05-21-16:27:52,26 0.1648
2014-05-21-16:27:57,27 0.1714
2014-05-21-16:28:02,27 0.1648
2014-05-21-16:28:07,28 0.1714
2014-05-21-16:28:12,28 0.1648
2014-05-21-16:28:17,28 0.1714
2014-05-21-16:28:22,29 0.1648
2014-05-21-16:28:27,29 0.1714
2014-05-21-16:28:32,30 0.1648
2014-05-21-16:28:37,30 0.1714
2014-05-21-16:28:42,30 0.1648
2014-05-21-16:28:47,31 0.1648
2014-05-21-16:28:52,31 0.1648
2014-05-21-16:28:57,31 0.1714
2014-05-21-16:29:02,32 0.1648
2014-05-21-16:29:07,32 0.1714
2014-05-21-16:29:12,33 0.1648
2014-05-21-16:29:17,33 0.1714
2014-05-21-16:29:22,33 0.1648
2014-05-21-16:29:27,34 0.1714
2014-05-21-16:29:32,34 0.1648
2014-05-21-16:29:37,35 0.1648
2014-05-21-16:29:42,35 0.1714
2014-05-21-16:29:47,35 0.1648
2014-05-21-16:29:52,36 0.1648
2014-05-21-16:29:57,36 0.1714
2014-05-21-16:30:02,37 0.1648
2014-05-21-16:30:07,37 0.1714
2014-05-21-16:30:12,37 0.1781
2014-05-21-16:30:17,37 0.1649
2014-05-21-16:30:22,38 0.1714
2014-05-21-16:30:27,38 0.1648
2014-05-21-16:30:32,38 0.1714
2014-05-21-16:30:37,39 0.1648
2014-05-21-16:30:42,39 0.1714
2014-05-21-16:30:47,40 0.1714
2014-05-21-16:30:52,40 0.1648
2014-05-21-16:30:57,40 0.1714
2014-05-21-16:31:02,41 0.1648
2014-05-21-16:31:07,41 0.1648
2014-05-21-16:31:12,42 0.1714
2014-05-21-16:31:17,42 0.1647
2014-05-21-16:31:22,43 0.1714
2014-05-21-16:31:27,43 0.1648
2014-05-21-16:31:32,44 0.1648
2014-05-21-16:31:37,44 0.1714
2014-05-21-16:31:42,44 0.1648
2014-05-21-16:31:47,45 0.1714
2014-05-21-16:31:52,45 0.1648
2014-05-21-16:31:57,46 0.1648
2014-05-21-16:32:02,46 0.1714
2014-05-21-16:32:07,46 0.1648
2014-05-21-16:32:12,47 0.1714
2014-05-21-16:32:17,47 0.1714
2014-05-21-16:32:22,48 0.1648
2014-05-21-16:32:27,48 0.1714
2014-05-21-16:32:32,48 0.1648
2014-05-21-16:32:37,49 0.1714
2014-05-21-16:32:42,49 0.1648
2014-05-21-16:32:47,50 0.1713
2014-05-21-16:32:52,50 0.1648
2014-05-21-16:32:57,51 0.1648
2014-05-21-16:33:02,51 0.1714
2014-05-21-16:33:07,51 0.1648
2014-05-21-16:33:12,52 0.1648
2014-05-21-16:33:17,52 0.1714
2014-05-21-16:33:22,53 0.1647
2014-05-21-16:33:27,53 0.1714
2014-05-21-16:33:32,54 0.1647
2014-05-21-16:33:37,55 0.1714
2014-05-21-16:33:42,55 0.1648
2014-05-21-16:33:47,55 0.1714
2014-05-21-16:33:52,56 0.1648
2014-05-21-16:33:57,56 0.1648
2014-05-21-16:34:02,57 0.1648
2014-05-21-16:34:07,57 0.1714
2014-05-21-16:34:12,58 0.1713
2014-05-21-16:34:17,58 0.1648
2014-05-21-16:34:22,59 0.1713
2014-05-21-16:34:27,59 0.1648
2014-05-21-16:34:32,60 0.1648
2014-05-21-16:34:37,60 0.1714
2014-05-21-16:34:42,60 0.1648
2014-05-21-16:34:47,61 0.1714
2014-05-21-16:34:52,61 0.1648
2014-05-21-16:34:57,62 0.1714
2014-05-21-16:35:02,62 0.1648
2014-05-21-16:35:07,63 0.1647
2014-05-21-16:35:12,63 0.1714
2014-05-21-16:35:17,64 0.1648
2014-05-21-16:35:22,64 0.1648
2014-05-21-16:35:27,64 0.1714
2014-05-21-16:35:32,65 0.1648
2014-05-21-16:35:37,65 0.1714
2014-05-21-16:35:42,66 0.1648
2014-05-21-16:35:47,66 0.1714
2014-05-21-16:35:52,66 0.1648
2014-05-21-16:35:57,67 0.1648
2014-05-21-16:36:02,67 0.1714
2014-05-21-16:36:07,68 0.1648
2014-05-21-16:36:12,68 0.1714
2014-05-21-16:36:17,68 0.1648
2014-05-21-16:36:22,69 0.1714
2014-05-21-16:36:27,69 0.1648
2014-05-21-16:36:32,69 0.1714
2014-05-21-16:36:37,70 0.1648
2014-05-21-16:36:42,70 0.1714
2014-05-21-16:36:47,71 0.1648
2014-05-21-16:36:52,71 0.1648
2014-05-21-16:36:57,71 0.1714
2014-05-21-16:37:02,72 0.1648
2014-05-21-16:37:07,72 0.1714
2014-05-21-16:37:12,73 0.1648
2014-05-21-16:37:17,73 0.1648
2014-05-21-16:37:22,73 0.1714
2014-05-21-16:37:27,74 0.1648
2014-05-21-16:37:32,74 0.1714
2014-05-21-16:37:37,75 0.1648
2014-05-21-16:37:42,75 0.1648
2014-05-21-16:37:47,75 0.1714
2014-05-21-16:37:52,76 0.1648
2014-05-21-16:37:57,76 0.1714
2014-05-21-16:38:02,77 0.1648
2014-05-21-16:38:07,77 0.1648
2014-05-21-16:38:12,77 0.1714
2014-05-21-16:38:17,78 0.1714
2014-05-21-16:38:22,78 0.1648
2014-05-21-16:38:27,78 0.1648
2014-05-21-16:38:32,79 0.1714
2014-05-21-16:38:37,79 0.1648
2014-05-21-16:38:42,80 0.1714
2014-05-21-16:38:47,80 0.1648
2014-05-21-16:38:52,80 0.1648
2014-05-21-16:38:57,81 0.1714
2014-05-21-16:39:02,81 0.1648
2014-05-21-16:39:07,82 0.1714
2014-05-21-16:39:12,82 0.1648
2014-05-21-16:39:17,82 0.1648
2014-05-21-16:39:22,83 0.1714
2014-05-21-16:39:27,83 0.1648
2014-05-21-16:39:32,84 0.1714
2014-05-21-16:39:37,84 0.1648
2014-05-21-16:39:42,84 0.1714
2014-05-21-16:39:47,85 0.1648
2014-05-21-16:39:52,85 0.1648
2014-05-21-16:39:57,86 0.1714
2014-05-21-16:40:02,86 0.1648
2014-05-21-16:40:07,86 0.1714
2014-05-21-16:40:12,87 0.1648
2014-05-21-16:40:17,87 0.1648
2014-05-21-16:40:22,87 0.1714
2014-05-21-16:40:27,88 0.1648
2014-05-21-16:40:32,88 0.1714
2014-05-21-16:40:37,89 0.1648
2014-05-21-16:40:42,89 0.1648
2014-05-21-16:40:47,89 0.1714
2014-05-21-16:40:52,90 0.1648
2014-05-21-16:40:57,90 0.1714
2014-05-21-16:41:02,91 0.1648
2014-05-21-16:41:07,91 0.1648
2014-05-21-16:41:12,91 0.1714
2014-05-21-16:41:17,92 0.1648
2014-05-21-16:41:22,92 0.1714
2014-05-21-16:41:27,93 0.1648
2014-05-21-16:41:32,93 0.1648
2014-05-21-16:41:37,93 0.1714
2014-05-21-16:41:42,94 0.1648
2014-05-21-16:41:47,94 0.1714
2014-05-21-16:41:52,95 0.1648
2014-05-21-16:41:57,95 0.1714
2014-05-21-16:42:02,95 0.1648
2014-05-21-16:42:07,96 0.1714
2014-05-21-16:42:12,96 0.1648
2014-05-21-16:42:17,96 0.1648
2014-05-21-16:42:22,97 0.1714
2014-05-21-16:42:27,97 0.1648
2014-05-21-16:42:32,98 0.1714
2014-05-21-16:42:37,98 0.1648
2014-05-21-16:42:42,98 0.1648
2014-05-21-16:42:47,99 0.1714
2014-05-21-16:42:52,99 0.1648
2014-05-21-16:42:58,00 0.1714
2014-05-21-16:43:03,00 0.1648
2014-05-21-16:43:08,00 0.1648
2014-05-21-16:43:13,01 0.1714
2014-05-21-16:43:18,01 0.1648
2014-05-21-16:43:23,02 0.1714
2014-05-21-16:43:28,02 0.1648
2014-05-21-16:43:33,03 0.1713
2014-05-21-16:43:38,03 0.1648
2014-05-21-16:43:43,04 0.1713
2014-05-21-16:43:48,04 0.1648
2014-05-21-16:43:53,05 0.1648
2014-05-21-16:43:58,05 0.1713
2014-05-21-16:44:03,06 0.1648
2014-05-21-16:44:08,06 0.1714
2014-05-21-16:44:13,07 0.1648
2014-05-21-16:44:18,07 0.1648
2014-05-21-16:44:23,07 0.1714
2014-05-21-16:44:28,08 0.1648
2014-05-21-16:44:33,08 0.1714
2014-05-21-16:44:38,09 0.1648
2014-05-21-16:44:43,09 0.1648
2014-05-21-16:44:48,09 0.1714
2014-05-21-16:44:53,10 0.1648
2014-05-21-16:44:58,10 0.1714
2014-05-21-16:45:03,11 0.1648
2014-05-21-16:45:08,11 0.1714
2014-05-21-16:45:13,11 0.1648
2014-05-21-16:45:18,12 0.1714
2014-05-21-16:45:23,12 0.1648
2014-05-21-16:45:28,13 0.1648
2014-05-21-16:45:33,13 0.1714
2014-05-21-16:45:38,13 0.1648
2014-05-21-16:45:43,14 0.1714
2014-05-21-16:45:48,14 0.1648
2014-05-21-16:45:53,14 0.1648
2014-05-21-16:45:58,15 0.1714
2014-05-21-16:46:03,15 0.1648
2014-05-21-16:46:08,16 0.1714
2014-05-21-16:46:13,16 0.1648
2014-05-21-16:46:18,16 0.1648
2014-05-21-16:46:23,17 0.1714
2014-05-21-16:46:28,17 0.1648
2014-05-21-16:46:33,18 0.1714
2014-05-21-16:46:38,18 0.1714
2014-05-21-16:46:43,18 0.1648
2014-05-21-16:46:48,19 0.1648
2014-05-21-16:46:53,19 0.1714
2014-05-21-16:46:58,20 0.1648
2014-05-21-16:47:03,20 0.1714
2014-05-21-16:47:08,20 0.1648
2014-05-21-16:47:13,21 0.1648
2014-05-21-16:47:18,21 0.1714
2014-05-21-16:47:23,22 0.1648
2014-05-21-16:47:28,22 0.1714
2014-05-21-16:47:33,22 0.1648
2014-05-21-16:47:38,23 0.1648
2014-05-21-16:47:43,23 0.1714
2014-05-21-16:47:48,23 0.1648
2014-05-21-16:47:53,24 0.1714
2014-05-21-16:47:58,24 0.1648
2014-05-21-16:48:03,25 0.1648
2014-05-21-16:48:08,25 0.1714
2014-05-21-16:48:13,25 0.1648
2014-05-21-16:48:18,26 0.1714
2014-05-21-16:48:23,26 0.1648
2014-05-21-16:48:28,27 0.1714
2014-05-21-16:48:33,27 0.1648
2014-05-21-16:48:38,27 0.1648
2014-05-21-16:48:43,28 0.1714
2014-05-21-16:48:48,28 0.1648
2014-05-21-16:48:53,29 0.1714
2014-05-21-16:48:58,29 0.1648
2014-05-21-16:49:03,29 0.1714
2014-05-21-16:49:08,30 0.1648
2014-05-21-16:49:13,30 0.1714
2014-05-21-16:49:18,31 0.1648
2014-05-21-16:49:23,31 0.1648
2014-05-21-16:49:28,31 0.1714
2014-05-21-16:49:33,32 0.1648
2014-05-21-16:49:38,32 0.1714
2014-05-21-16:49:43,32 0.1648
2014-05-21-16:49:48,33 0.1714
2014-05-21-16:49:53,33 0.1648
2014-05-21-16:49:58,34 0.1648
2014-05-21-16:50:03,34 0.1714
2014-05-21-16:50:08,34 0.1648
2014-05-21-16:50:13,35 0.1714
2014-05-21-16:50:18,35 0.1648
2014-05-21-16:50:23,36 0.1648
2014-05-21-16:50:28,36 0.1714
2014-05-21-16:50:33,36 0.1648
2014-05-21-16:50:38,37 0.1714
2014-05-21-16:50:43,37 0.1648
2014-05-21-16:50:48,37 0.1715
2014-05-21-16:50:53,38 0.1780
2014-05-21-16:50:58,38 0.1648
2014-05-21-16:51:03,39 0.1714
2014-05-21-16:51:08,39 0.1648
2014-05-21-16:51:13,40 0.1713
2014-05-21-16:51:18,40 0.1648
2014-05-21-16:51:23,41 0.1648
2014-05-21-16:51:28,41 0.1714
2014-05-21-16:51:33,42 0.1648
2014-05-21-16:51:38,42 0.1714
2014-05-21-16:51:43,43 0.1647
2014-05-21-16:51:48,43 0.1648
2014-05-21-16:51:53,43 0.1714
2014-05-21-16:51:58,44 0.1647
2014-05-21-16:52:03,45 0.1713
2014-05-21-16:52:08,45 0.1648
2014-05-21-16:52:13,46 0.1714
2014-05-21-16:52:18,46 0.1648
2014-05-21-16:52:23,47 0.1713
2014-05-21-16:52:28,47 0.1714
2014-05-21-16:52:33,48 0.1647
2014-05-21-16:52:38,49 0.1713
2014-05-21-16:52:43,50 0.1647
2014-05-21-16:52:48,51 0.1713
2014-05-21-16:52:53,51 0.1647
2014-05-21-16:52:58,52 0.1714
2014-05-21-16:53:03,52 0.1648
2014-05-21-16:53:08,53 0.1648
2014-05-21-16:53:13,53 0.1714
2014-05-21-16:53:18,53 0.1648
2014-05-21-16:53:23,54 0.1714
2014-05-21-16:53:28,54 0.1648
2014-05-21-16:53:33,54 0.1648
2014-05-21-16:53:38,55 0.1714
2014-05-21-16:53:43,55 0.1648
2014-05-21-16:53:48,56 0.1714
2014-05-21-16:53:53,56 0.1648
2014-05-21-16:53:58,56 0.1648
2014-05-21-16:54:03,57 0.1714
2014-05-21-16:54:08,57 0.1648
2014-05-21-16:54:13,58 0.1714
2014-05-21-16:54:18,58 0.1648
2014-05-21-16:54:23,58 0.1714
2014-05-21-16:54:28,59 0.1648
2014-05-21-16:54:33,59 0.1714
